shop,platform,categorie,sous_categorie,marque,produit,prix,ancien_prix,remise_pct,stock,en_promo,rating,url_produit,stock_bin,promo_bin,log_prix,segment_prix,score_popularite,top_k,shop_id,categorie_id,platform_id,cluster,cluster_nom
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Caramel / 7,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - Mint / 12,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Jupe-short en jean beige pour fille - SHR24SGBS70654MG1 - CREAM / 12,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Smurfette"" - PJS24SSNN71020MG1 - LILAC / 6",199.0,399.0,50.0,En stock,,0.0,,1,0,5.298317366548036,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Smurfette"" - PJS24SSNN71020MR1 - Mint / 12",199.0,399.0,50.0,En stock,,0.0,,1,0,5.298317366548036,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Chat Mignon"" - PJS24SSNA71018MG1 - Mint / 8",229.0,459.0,50.0,En stock,,0.0,,1,0,5.438079308923196,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Chat Mignon"" - PJS24SSNA71018MR1 - Mint / 9",229.0,459.0,50.0,En stock,,0.0,,1,0,5.438079308923196,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,T-shirt fille PLAY ALL DAY rose et jaune - TSH24SPRO70877MG1 - Yellow / 8,89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Yellow / 12,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - Mint / 10,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Jupe-short en jean beige pour fille - SHR24SGBS70654MG1 - CREAM / 10,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Smurfette"" - PJS24SSNN71020MG1 - LILAC / 5",199.0,399.0,50.0,En stock,,0.0,,1,0,5.298317366548036,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Chat Mignon"" - PJS24SSNA71018MG1 - Mint / 7",229.0,459.0,50.0,En stock,,0.0,,1,0,5.438079308923196,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Chat Mignon"" - PJS24SSNA71018MR1 - Mint / 14",229.0,459.0,50.0,En stock,,0.0,,1,0,5.438079308923196,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,T-shirt fille PLAY ALL DAY rose et jaune - TSH24SPRO70877MG1 - Yellow / 5,89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Caramel / 12,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 7,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Smurfette"" - PJS24SSNN71020MG1 - Mint / 4",199.0,399.0,50.0,En stock,,0.0,,1,0,5.298317366548036,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Chat Mignon"" - PJS24SSNA71018MG1 - Mint / 5",229.0,459.0,50.0,En stock,,0.0,,1,0,5.438079308923196,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Caramel / 8,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 12,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Smurfette"" - PJS24SSNN71020MG1 - LILAC / 4",199.0,399.0,50.0,En stock,,0.0,,1,0,5.298317366548036,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble Pyjama Fille ""Chat Mignon"" - PJS24SSNA71018MG1 - Mint / 4",229.0,459.0,50.0,En stock,,0.0,,1,0,5.438079308923196,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Caramel / 9,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 9,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Yellow / 5,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 6,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Yellow / 6,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 5,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Yellow / 7,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 4,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Yellow / 8,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 10,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et jaune - SHR24SGBP70622MG1 - Yellow / 10,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Shorts cargo fille beige et vert avec ceinture - SHR24SGBP70623MG1 - CREAM / 8,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Surchemise garçon à capuche, style overshirt, fermeture à boutons-pression - OSH25WCCD76313MB1 - Beige / 5",189.0,379.0,50.0,En stock,,0.0,,1,0,5.247024072160486,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Gilet sans manches fille matelassé à capuche avec poches à rabat - VST25AWBL71217MG1 - Olive / 4,149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Ensemble thermique fille 2 pièces, haut manches longues + legging, doux et chaud - THR25WPBB71367MG1",79.0,0.0,,En stock,,0.0,https://justyol.com/products/5638419986,1,0,4.382026634673881,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Sweat à capuche garçon avec poche kangourou et imprimé Luck – SWS25WHNK76069MB1 - Brown / 8,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Pantalon cargo jogger fille, taille élastique avec cordon et poches latérales - JOG25GGBP71441MG1 - Cashmere / 7",279.0,399.0,30.0,En stock,,0.0,,1,0,5.634789603169249,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Pantalon cargo jogger fille, taille confortable et poches à rabat - JOG25GGBP71443MG1 - Beige / 7",279.0,399.0,30.0,En stock,,0.0,,1,0,5.634789603169249,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Chemise garçon à manches courtes imprimée, style casual - SSH25SAER76471MB1 - Blue / 6",119.0,229.0,48.0,En stock,,0.0,,1,0,4.787491742782046,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Chemise garçon à manches courtes imprimé abstrait – SSH25SAIC76484MB1 - NVY/WHT / 8,99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon imprimé damier – Noir & blanc, manches courtes - TSH24SARO75477MB1 - BLK/WHT / 4",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Polo garçon imprimé safari avec poche poitrine – POS24SAPI75381MB1 - Yellow / 8,139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon imprimé – Blanc, manches courtes, col classique - POS24SAPI75397MB1 - White / 4",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon ado imprimé – Blanc, manches courtes, col classique - POS24SAPI75397MJ1 - White / 16",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon bleu manches courtes imprimé all-over, col polo, style été - POS24SAPI75401MB1 - Ink Blue / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon Smiley manches courtes, col contrasté bleu, style fun - POS24SEPI75382MB1 - L-ORANGE / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon Summer Vibes manches courtes, col polo, finitions contrastées - POS24SEPI75402MB1 - Yellow / 7",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon bleu menthe col jaune manches courtes avec imprimés, style casual - POS24SPPI75380MB1 - Mint / 5",139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon vert néon manches courtes imprimé, col contrasté noir - POS24SAPI75403MB1 - NEON GRN / 6",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon Looney Tunes manches courtes, col polo, imprimé fun - POS24SPPI75385MB1 - L-ORANGE / 5",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon vert manches courtes imprimé Smiley World, col polo - POS24SPPI75386MB1 - Green Lake / 6",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon noir manches courtes imprimé Space, col polo - POS24SPPI75394MB1 - Black / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon imprimé océans (crabe, pieuvre, étoile de mer) – manches courtes – TSH24SARO75247MB1 - Yellow / 8",89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,T-shirt garçon imprimé summer surf Live More – manches courtes – TSH24SARO75248MB1 - Silver / 7,89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,T-shirt Garçon Imprimé Cinéma – Popcorn & Tickets (Manches Courtes) - TSH24SARO75261MB1 - White / 5,89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon imprimé graffiti Skater, manches courtes, coupe oversize - TSH24SARO75265MB1 - Silver / 5",89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé all-over étoiles & motifs – TSH24SARR71081MG1 - Red / 5",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé all-over Totally Good – TSH24SARR71085MG1 - Mint / 5",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé abstrait graphique – TSH24SARR71083MG1 - PNK/MUV / 4",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, message Stay Positive – TSH24SPRR71089MG1 - Sky Blue / 6",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé tropical flamant rose – TSH24SARO70914MG1 - OFF WHIT / 6",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon multicolore imprimé LOVE, coupe oversize, manches courtes - TSH24SARO75478MB1 - MULTICOL / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille oversize à manches courtes, imprimé Match Tennis Club – TSH24SPRO70907MG1 - Lavender / 6",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé Pikachu arc-en-ciel – TSH24SPRO70910MG1 - LILAC / 4",129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Short fille en coton charcoal – taille élastique avec cordon – style sport – broderie palmier - SHR24SMPS70616MG1 - Charcoal / 10,119.0,229.0,48.0,En stock,,0.0,,1,0,4.787491742782046,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Short en jean fille mid blue – taille élastique – effet usé avec déchirures – denim d’été - SHR24SDDP70613MG1 - Mid-Blue / 8,139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Short en jean fille avec lettres colorées – taille élastique – ourlets effilochés – SHR24SDPP70610MG1 - Mid-Blue / 10,139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Short en jean fille ice blue avec imprimés fun – taille élastique – ourlets effilochés - SHR24SDPP70611MG1 - Ice Blue / 10,139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Surchemise garçon à capuche, style overshirt, fermeture à boutons-pression - OSH25WCCD76313MB1 - Beige / 4",189.0,379.0,50.0,En stock,,0.0,,1,0,5.247024072160486,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Gilet sans manches fille matelassé à capuche avec poches à rabat - VST25AWBL71217MG1 - Olive / 5,149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Sweat à capuche garçon avec poche kangourou et imprimé Luck – SWS25WHNK76069MB1 - Brown / 4,129.0,249.0,48.0,En stock,,0.0,,1,0,4.867534450455582,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Pantalon cargo jogger fille, taille confortable et poches à rabat - JOG25GGBP71443MG1 - Beige / 5",279.0,399.0,30.0,En stock,,0.0,,1,0,5.634789603169249,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Chemise garçon à manches courtes imprimée, style casual - SSH25SAER76471MB1 - Blue / 4",119.0,229.0,48.0,En stock,,0.0,,1,0,4.787491742782046,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Chemise garçon à manches courtes imprimé abstrait – SSH25SAIC76484MB1 - NVY/WHT / 5,99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon imprimé damier – Noir & blanc, manches courtes - TSH24SARO75477MB1 - BLK/WHT / 5",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,Polo garçon imprimé safari avec poche poitrine – POS24SAPI75381MB1 - White / 5,139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon ado imprimé – Blanc, manches courtes, col classique - POS24SAPI75397MJ1 - White / 14",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon bleu manches courtes imprimé all-over, col polo, style été - POS24SAPI75401MB1 - Ink Blue / 7",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon Smiley manches courtes, col contrasté bleu, style fun - POS24SEPI75382MB1 - NEON GRN / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon Summer Vibes manches courtes, col polo, finitions contrastées - POS24SEPI75402MB1 - Yellow / 5",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon bleu menthe col jaune manches courtes avec imprimés, style casual - POS24SPPI75380MB1 - Mint / 8",139.0,279.0,50.0,En stock,,0.0,,1,0,4.941642422609304,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon vert néon manches courtes imprimé, col contrasté noir - POS24SAPI75403MB1 - NEON GRN / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon Looney Tunes manches courtes, col polo, imprimé fun - POS24SPPI75385MB1 - L-ORANGE / 8",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon vert manches courtes imprimé Smiley World, col polo - POS24SPPI75386MB1 - Green Lake / 4",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"Polo garçon noir manches courtes imprimé Space, col polo - POS24SPPI75394MB1 - Black / 7",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon imprimé océans (crabe, pieuvre, étoile de mer) – manches courtes – TSH24SARO75247MB1 - Yellow / 5",89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,T-shirt garçon imprimé summer surf Live More – manches courtes – TSH24SARO75248MB1 - Mint / 4,89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,T-shirt Garçon Imprimé Cinéma – Popcorn & Tickets (Manches Courtes) - TSH24SARO75261MB1 - Green / 8,89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon imprimé graffiti Skater, manches courtes, coupe oversize - TSH24SARO75265MB1 - Silver / 6",89.0,179.0,50.0,En stock,,0.0,,1,0,4.499809670330265,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé all-over étoiles & motifs – TSH24SARR71081MG1 - Red / 6",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé all-over Totally Good – TSH24SARR71085MG1 - Mint / 7",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé abstrait graphique – TSH24SARR71083MG1 - PNK/MUV / 5",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, message Stay Positive – TSH24SPRR71089MG1 - Sky Blue / 5",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille à manches courtes, imprimé tropical flamant rose – TSH24SARO70914MG1 - OFF WHIT / 5",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt garçon multicolore imprimé LOVE, coupe oversize, manches courtes - TSH24SARO75478MB1 - MULTICOL / 7",149.0,299.0,50.0,En stock,,0.0,,1,0,5.010635294096256,mid-range,0.2,1,1,7,0,1,Mid-range
Justyol,Shopify,Enfants,Kids Babies All,TOWN TEAM,"T-shirt fille oversize à manches courtes, imprimé Match Tennis Club – TSH24SPRO70907MG1 - Lavender / 4",99.0,199.0,50.0,En stock,,0.0,,1,0,4.605170185988092,low-cost,0.2,1,1,7,0,1,Mid-range
